Name,Product Price,Product URL,Rating,No. of Reviews,ASIN,Item Weight,Manufacturer,Model Number,Quantity,Generic Name,Description
"ANNACREATIONS Stylish Mermaid Duffle Sports Dance Gymnastics Sports Gym Bag, Kids Travel Bag for Girls (Style 3)",375,https://amazon.in/ANNACREATIONS-Stylish-Mermaid-Duffle-Gymnastics/dp/B0BMGK1L2X,4.5 out of 5 stars,20,B0BMGK1L2X,200 g,N/A,MERMAID-PNK-GYM-BAG-1,1.00 count,N/A,Kids Gym Bag for girls and teens with cute printed Mermaid design makes the girls fall in love with it quickly.
"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)",699,https://amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8,4.4 out of 5 stars,"1,095",B09P74TZY8,436 g,Sidrum,CN-WF-18,1.00 count,Camera bag,"Polyurethane coating super nylon Water shield Material. With inside detachable divider to adjust the inside space for camera, lens and accessories."
"ah arctic hunter Laptop Bag,Messenger Bags For Men And Women Laptop Sling Bag With Handle Water-resistant Laptop Briefcase For 15.6 Inch Laptop Multiple Pockets Travel Office For Men.Black","2,849",https://amazon.in/Messenger-Water-resistant-Briefcase-Multiple-Men-Black/dp/B0B6G58BYC,4.5 out of 5 stars,72,B0B6G58BYC,1 kg 60 g,ah arctic hunter,AH-GW00017,N/A,N/A,N/A
Tabelito® VOLT Casual waterproof Laptop Backpack/Office bag/School bag/College bag/Business bag/Unisex bag Travel bag Compatible with 15.6 inch Laptop 30L Bag for Men and Women - GREY,599,https://amazon.in/Tabelito%C2%AE-VOLT-waterproof-Backpack-Compatible/dp/B0BML7Q3J1,4.8 out of 5 stars,175,B0BML7Q3J1,‎449 g,"‎‎Tabelito Trade India, ‎Tabelito Trade India, ‎Tabelito, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala)",‎VOLT,1 Count,Laptop Backpack,N/A
Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,549,https://amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C23Z9W18,4.5 out of 5 stars,14,B0C23Z9W18,450 g,Half_Moon,Aztec35_MT,N/A,N/A,"A super-slim design, trendy looks and durable construction - this stylish 37 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality."
Lino Perros Women Handbag,"1,303",https://amazon.in/Lino-Perros-Womens-Handbag-Black/dp/B07L4PQJ42,4.3 out of 5 stars,"2,641",B07L4PQJ42,400 g,Sumitsu Apparel Pvt Ltd,LWHB02329LIGHT PINK,1 count,N/A,N/A
American Tourister SPIN LAPTOP BACKPACK 28L POLYESTER BLACK,"1,399",https://amazon.in/American-Tourister-LAPTOP-BACKPACK-POLYESTER/dp/B0BLCXMTZ7,2.8 out of 5 stars,15,B0BLCXMTZ7,450 g,Samsonite South Asia Pvt. Ltd.,FS0 (0) 09 003,N/A,College bags,"At American Tourister, we believe travel should be fun. We take pride in making stylish, high quality, and yeah, fun backpacks that you can rely on. Marking our presence in 100+ countries making it the most preferred luggage brand worldwide. This lightweight & voluminous backpack comes with multiple compartments that make it perfect for your college/office/school or outdoor travel. This backpack made of durable polyester fabric, is equipped with large compartments to hold enough notebooks, textbooks & journals for your college.The backpack has an internal organizer that provides easy access to your phone charger, stationery or whatever you need on the go and still has ample space left for your headphones, your personal diary or the novel you're currently hooked on to. This backpack also has a front stash compartment big enough to accommodate your essentials like phone, power bank, wallet, etc. It has padded mesh back & shoulder straps with breathable system for better back support. It comes with pockets on the side to comfortably accommodate your bottle or umbrella for convenience of access. Each backpack passes a series of rigorous global quality tests."
"Storite PU Leather 14 Inch Laptop Shoulder Messenger Sling Office Business Travel Bag for Men & Women (Brown, 40cm x 29cm x 6cm)","1,059",https://amazon.in/Storite-Laptop-Briefcase-Messenger-Bag/dp/B08VWF41VX,3.7 out of 5 stars,411,B08VWF41VX,‎870 g,"‎SaiTech IT Private Limited, 01 Year Warranty",‎Laptop Bag 002,1.00 count,Leather Laptop Bag 14 inch - Light Brown,"The messenger bag features a wide shoulder strap that eliminates shoulder fatigue. The shoulder strap can be easily removed when not required, and effortlessly adjusted to preferred lengths. The bag can be carried by the handle, worn on shoulders, and positioned across body."
"American Tourister Sest+ Polyester 2 Compartment Unisex Backpack (Grey,Frsz)","1,429",https://amazon.in/American-Tourister-Polyester-Compartment-Backpack/dp/B0BWFFFT5H,4.1 out of 5 stars,9,B0BWFFFT5H,450 g,American Tourister,S23ATSES232936,1.00 count,N/A,Sest+ Polyester 2 Compartment Unisex Backpack
high power Laptop Bag College office school bags Backpacks for Boys Girls Stylish men and women Casual Traveling Light weight (Black) 30 LTR,625,https://amazon.in/high-power-College-Backpacks-Traveling/dp/B0BKLVXZRX,3.3 out of 5 stars,27,B0BKLVXZRX,403 g,N/A,SKF HP-BK-BG,1.00 count,N/A,foam padded rugged base to protect 3d air flow ventilation to prevent sweating high density EPE padding for maximum cushioning adjustable shoulder straps for enhanced carring comfort bar tacked at stress point durabilty
F Gear Bluechip Black 30 Ltrs Laptop Backpack (3749),899,https://amazon.in/F-Gear-Bluechip%C2%A0Black-38-Ltrs-Laptop-Backpack/dp/B08Z83XFWB,3.4 out of 5 stars,34,B08Z83XFWB,510 g,Uber Fashion Merchandise Pvt Ltd,3749,N/A,Backpack,"F Gear presents blue chip laptop backpack combining style and functionality. It has ample space for all your essentials. To describe it briefly here are the following points: 1. This backpack is made of polyester and is treated to make it water-resistant. 2. The capacity of the bag is 38L. 3.This backpack comes with 2-main zippered compartment with an inside sleeve suitable for 18” laptop. 4.In the front compartment has an organizer. This organizer has separate small zippered pocket to hold your valuables, penholder and small sleeve suitable for tabs/books etc. A separate place for mobiles. The compartment is big enough to keep long note books. 5. In the front is a zippered pocket for easy accessibility. 6. An easy access mesh pocket to keep your valuables or water bottle. 7. This backpack is equipped with thick padding anti sweat breathable air mesh & adjustable padded shoulder straps for extra comfort. 8. It comes with a rain cover at the bottom of the bag. 9. Apart from this it has world’s best YKK zippers and sliders. 10. Comes with the F Gear promise of quality and durability"
BAG CORNER Travel Woman and Clothing Duffel Bag (Ten),799,https://amazon.in/BAG-CORNER-Travel-Clothing-Duffel/dp/B0B6VNJ3YG,4.1 out of 5 stars,22,B0B6VNJ3YG,300 g,BAG CORNER,BAG CORNER DUFFEL BAG-03,1.00 count,BAG CORNER DUFFEL BAG-03,"BAG CORNER Zipper closure;Durable, Light and soft canvas, top quality genuine leather, Trim stitching handcraft BAG CORNER Quality Solid Zinc-alloy Hardware, won’t gather rust easily; Dimensions 35(L) 32(H) 24(W)cm, Large capacity, can be used as a carry-on flight bag . BAG CORNER Fashion casual life style, General use for Female, Male, Used in the Weekend travel, Daily travel ,Short Business travel, enough room for clothes and traveling necessities. BAG CORNER Handle Type: Web Handle; Water Resistance Level: Not Water Resistant. BAG CORNER You can bring this bag anywhere with you and not have to worry about making space for a bag. It features with a shoulder strap for comfortable lifting and carrying. This size is perfect for airplane, travel, luggage. Waterproof dry bag gym, Sports, Travel, Weekend, Luggage, Carry-on Bag, Shopping Bag, Beach Bag, Hiking and Camping."
SKYBAGS Campus Grey Logo Print College Laptop Backpack 30L,"1,899",https://amazon.in/SKYBAGS-Campus-College-Laptop-Backpack/dp/B084258ZD8,4.2 out of 5 stars,291,B084258ZD8,500 g,Vip Industries Ltd,LPBPCAM4GRY,N/A,Laptop Backpack,This product will be an excellent pick for you. It ensures an easy maintenance
TSPARK Red Lemon bg1905 15.6 inch 35 LTR Capacity Laptop Bag for Men Travelling Hiking Backpack for Men and Women,"2,949",https://amazon.in/bg1905-Capacity-Laptop-Travelling-Backpack/dp/B082MKHDJ1,4.3 out of 5 stars,83,B082MKHDJ1,1 kg 200 g,N/A,BG1905,N/A,N/A,N/A
Tinytot School Bag School Backpack College Backpack Travel Backpack Office Backpack Multipurpose Backpack Picnic Bag for Boys & Girls,589,https://amazon.in/Tinytot-School-Backpack-College-Multipurpose/dp/B09C5JVWCW,4.3 out of 5 stars,358,B09C5JVWCW,428 g,Tinytot,SB126,N/A,N/A,"At Tinytot, we believe travel should be fun. We take pride in making stylish, high quality, and yeah, fun backpacks that you can rely on. This lightweight backpack comes with it perfect for your college/office or a weekend trip. Made of durable double dot polyester fabric, this backpack is equipped to hold enough notebooks, textbooks & journals for your school/college or clothes & additional supplies for a day or two of travel. The front pocket has an internal organizer which provides easy access to your wallet, phone, charger, stationery, keys or whatever you need on the go and still has ample space left for your headphones, your personal diary or the novel you're currently hooked on to. It has padded mesh back & shoulder straps with breathable system for better back support. It comes with mesh pockets on both sides to comfortably accommodate your bottle or umbrella for convenience of access. Each backpack passes a series of rigorous global quality tests."
Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),669,https://amazon.in/Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4,4.4 out of 5 stars,"1,443",B07GNCRCP4,430 g,Protecta Inc,BBK0105IP04,1 Unit,Laptop Bag,N/A
F Gear Burner P8 19 Ltrs White Casual Laptop Backpack,707,https://amazon.in/F-Gear-Burner-Casual-Laptop-Backpack/dp/B016115VXW,4.3 out of 5 stars,"3,953",B016115VXW,400 g,F Gear,Uber015,1 count,Backpack,N/A
Wildcraft Unisex-Adult 28 ltrs Laptop Bag Black,"1,724",https://amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054696/dp/B012D518O6,4.2 out of 5 stars,457,B012D518O6,595 g,Wildcraft,8.90E+12,N/A,Laptop Bag,"The double compartment laptop bag has a padded sleeve for your laptop, an internal organiser and quick access pockets to store your essentials and accessories. With a side mesh pocket for your sipper or water bottle, the backpack has a Ventex back system that reduces perspiration. With ample support from the well cushioned back and a padded quick grab haul loop, this backpack is ideal for everyday use and for travel upto 2 days"
Priority Polyester 29 Cms Travel Duffle(25637_Aqua),N/A,https://amazon.in/Priority-ARC-Blue-Duffle-Luggage/dp/B08FCQ4YTG,4.0 out of 5 stars,"7,835",B08FCQ4YTG,2 kg,High Spirit Commercial Ventures Pvt. Ltd,"ARC 24"" Blue",1 count,Travel Duffle,Priority ARC 61 cms Aqua Blue 2 Wheel Duffle Travel Luggage
F Gear Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo),832,https://amazon.in/F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV,4.2 out of 5 stars,"3,000",B07F1157TV,610 g,Uber Fashion Merchandise Pvt. Ltd.,2810,1 count,Casual Backpack,"Well if you are looking for a big bag which is also very stylish, durable, waterproof bag then your search ends here. Yes you got it right! This F Gear bag has three big compartments along with comprehensive pen-accessories organizer and one bottle holder on the side of the bag. Reflective printing along with inbuilt rain cover in a concealed pocket makes it most adapted for rainy conditions. Air mesh Padding at the back panel and shoulder straps for utmost Comfort."
Tommy Hilfiger Jaylen Unisex Polyester 15 Inch Laptop Backpack Black,"3,152",https://amazon.in/Tommy-Hilfiger-Jaylen-Polyester-Backpack/dp/B0BBQH4HNM,3.8 out of 5 stars,17,B0BBQH4HNM,600 g,"Ajnara, F-446, 3Rd Floor, Sector-63, Noida, Gautam Buddha Nagar, Uttar Pradesh-201301",TH/JAYLENBTS01,1 Count,Laptop Backpack,"One of the leading lifestyle brands, TOMMY HILFIGER delivers superior styling, quality and value to consumers worldwide. The brand celebrates the essence of classic American cool and provides a refreshing twist to classic, American fashion. The brand is inspired by an iconic American style that is colorful while being classic yet modern."
Red Lemon Arctic Hunter Mens Small Sling Bag Chest Bag Shoulder Bag Mobile Bag Side Bag with Earphone Port Water Resistant for Everyday Use Small Items and Small Electronic Product (Black),"1,299",https://amazon.in/Red-Lemon-Shoulder-Resistant-Electronic/dp/B0BT82BKCN,3.6 out of 5 stars,6,B0BT82BKCN,320 g,N/A,N/A,N/A,N/A,N/A
Lavie Women's Chapada Satchel Bag | Ladies Purse Handbag,"1,069",https://amazon.in/Lavie-Chapada-Womens-Handbag-Black/dp/B07CT25R4H,3.9 out of 5 stars,"1,269",B07CT25R4H,800 g,Bagzone Lifestyle Pvt Ltd,HXER483019M2,1 count,Handbag,N/A
Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Women 2 Compartments Bag | Travel Purse Hobo Bag | 3 Pockets Shoulder Bag,669,https://amazon.in/Fostelo-Jane-Womens-Handbag-Black/dp/B072VF1GHP,3.8 out of 5 stars,"1,291",B072VF1GHP,550 g,Fostelo,FSB-947,1.00 count,Handbag,N/A
Lavie Women's Chapada Satchel Bag | Ladies Purse Handbag,"1,069",https://amazon.in/Lavie-Chapada-Womens-Handbag-Black/dp/B07CT25R4H,3.9 out of 5 stars,"1,269",B07CT25R4H,800 g,Bagzone Lifestyle Pvt Ltd,HXER483019M2,1 count,Handbag,N/A
Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Women 2 Compartments Bag | Travel Purse Hobo Bag | 3 Pockets Shoulder Bag,669,https://amazon.in/Fostelo-Jane-Womens-Handbag-Black/dp/B072VF1GHP,3.8 out of 5 stars,"1,291",B072VF1GHP,550 g,Fostelo,FSB-947,1.00 count,Handbag,N/A
Tommy Hilfiger Emanuel Unisex Polyester 15 Inch Laptop Backpack Navy,"1,850",https://amazon.in/Tommy-Hilfiger-Emanuel-Polyester-Backpack/dp/B0BDSGTJX3,4.6 out of 5 stars,3,B0BDSGTJX3,550 g,"Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001",Th/Emanuellb08,N/A,Laptop Backpack,"One of the leading lifestyle brands, TOMMY HILFIGER delivers superior styling, quality and value to consumers worldwide. The brand celebrates the essence of classic American cool and provides a refreshing twist to classic, American fashion."
"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 14 Inch Laptop/MacBook | Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men |","2,389",https://amazon.in/Hammonds-Flycatcher-Genuine-Leather-Messenger/dp/B07MDTVDQH,4.4 out of 5 stars,"1,657",B07MDTVDQH,1 kg 90 g,"Hindustan Foam, Kolkata 700039",LB105V,1.00 count,Laptop Messenger & Shoulder Bags,Hammonds Flycatcher ® 
"Frantic Velvet Kids Soft Cartoon Animal Travelling School Bag Soft Plush Backpacks Baby Girls Boys for 2 to 5 Years Baby/Boys/Girls Nursery, Picnic,Preschool",279,https://amazon.in/Frantic-Soft-Elephant-Velvet-Plush/dp/B07P9JFYZ5,3.9 out of 5 stars,"5,090",B07P9JFYZ5,N/A,N/A,N/A,N/A,N/A,N/A
Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,746,https://amazon.in/Martucci-Laptop-Backpack-College-Reflective/dp/B0B7DT6HY3,4.0 out of 5 stars,"1,138",B0B7DT6HY3,350 g,Martucci,Pro-35L-Black_Acq,1.00 count,N/A,N/A
Aristocrat Polyester Hard 60 Cms Luggage- Suitcase(Dfroo62Etbl_Teal Blue),999,https://amazon.in/Aristocrat-Rookie-Duffle-Teal-Blue/dp/B09NXV58V3,4.0 out of 5 stars,562,B09NXV58V3,900 g,"VIP Industries Ltd. DGP House, Prabhadevi Mumbai",DFROO62ETBL,1 count,Luggage- Suitcase,Aristocrat Rookie Duffle (E) 62 Teal Blue
Wildcraft 44 cms Polyester Black Laptop Bag (8903338054290),"1,589",https://amazon.in/Wildcraft-Polyester-Black-Laptop-8903338054290/dp/B012D4QKHW,4.3 out of 5 stars,652,B012D4QKHW,350 g,Wildcraft,8.90E+12,N/A,N/A,"This triple compartment laptop backpack is fitted with a padded sleeve for a laptop screen upto 15.4"" along with an internal organiser. With quick access pockets designed for your essentials such as keys and other accessories, this backpack also has a side mesh for a water bottle. This backpack has a Ventex back system that allows ventilation. The well cushioned back enhances support and comfort, making this bag perfect for around 2 days of travel."
Toil Moil Combo 4 Bag Panda Cute Kitty Mickey Red-Spider of Kids Bags for School 10Ltr,374,https://amazon.in/Toil-Moil-Mickey-Red-Spider-School/dp/B0BVMT6F5W,4.5 out of 5 stars,5,B0BVMT6F5W,N/A,N/A,123,N/A,N/A,"Soft Velvet Kids School Bag Plush Fabric Baby Boys and Girls School Nursery Picnic Carry Travelling Bag Wheather Your Toddler or Kid is Heading Off to School or Going on their First Big Adventure, Your Little One Will Love Carrying Their Very Own Backpack it is made of soft plush fabric. They are designed with continuous innovation and are safe to use by the little ones. On-toxic and soft fabric and adjustable backpack straps and zippered front compartment. Perfect gift for baby toddler children doft plush velvet cartoon character backpack for kids multipurpose uses school bag."
Birthday Popper Drawstring Sack Bag (Set of 15) Birthday Return Gifts for All Age Group,589,https://amazon.in/Birthday-Popper-Avengers-Drawstring-Return/dp/B097F8CW71,4.0 out of 5 stars,795,B097F8CW71,360 g,Birthday Popper,DS,15.00 count,N/A,N/A
"URBAN CARRIER Unisex Waterproof Medium Laptop Backpack for School and Colleges (Grey, Large, 45 Liters)",559,https://amazon.in/Backpack-Colleges-Luggage-Waterproof-Stylish/dp/B09GYGCK54,3.9 out of 5 stars,258,B09GYGCK54,0.5 g,N/A,UC-10008-SCHOOL-BAG,N/A,N/A,"Urban Carrier Always Stylish Trendsetter backpack is stylish and appeals to todays generation and lifestyle. This backpack is made of extremely tough and durable materials. Its designed to carry and protect laptops up 17 screen size with spacious compartments and multiple pockets to carry your belongings. The larger main compartments with front easy to access pockets, side mesh pockets for water bottle storage provide generous storage in this sporty, durable backpack. Built to protect and transport up to 15.6"" laptops and tablets with space for your accessories and business tools, Trendsetter is designed for the modern commuter; fitting in overhead compartments or beneath the seat. Contains 2 Air mesh water bottle compartments. Grab It. Shoulder It. Grab and go handles. Padded shoulder straps keep you comfortable on the move."
Arctic Fox 27 Liters Chrome Black 15 Inch Laptop Backpack,"1,599",https://amazon.in/Arctic-Fox-Liters-Chrome-Backpack/dp/B08DD7S67G,4.5 out of 5 stars,45,B08DD7S67G,550 g,Arctic Fox,FUNBPKBLKWZ087027,1 Count,Luggage- Carry-On Luggage,N/A
"URBAN CARRIER Unisex Waterproof Medium Laptop Backpack for School and Colleges (Grey, Large, 45 Liters)",559,https://amazon.in/Backpack-Colleges-Luggage-Waterproof-Stylish/dp/B09GYGCK54,3.9 out of 5 stars,258,B09GYGCK54,0.5 g,N/A,UC-10008-SCHOOL-BAG,N/A,N/A,"Urban Carrier Always Stylish Trendsetter backpack is stylish and appeals to todays generation and lifestyle. This backpack is made of extremely tough and durable materials. Its designed to carry and protect laptops up 17 screen size with spacious compartments and multiple pockets to carry your belongings. The larger main compartments with front easy to access pockets, side mesh pockets for water bottle storage provide generous storage in this sporty, durable backpack. Built to protect and transport up to 15.6"" laptops and tablets with space for your accessories and business tools, Trendsetter is designed for the modern commuter; fitting in overhead compartments or beneath the seat. Contains 2 Air mesh water bottle compartments. Grab It. Shoulder It. Grab and go handles. Padded shoulder straps keep you comfortable on the move."
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),599,https://amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BVRJYD9Q,4.0 out of 5 stars,22,B0BVRJYD9Q,650 g,ADISA,BP044,1 Piece,Laptop backpack,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover."
"Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)","1,157",https://amazon.in/Safari-Formal-Backpack-Anti-Theft-VAULT19CBBLK/dp/B07XSTR69N,4.0 out of 5 stars,851,B07XSTR69N,490 g,Safari Industries (India) Ltd,VAULT19CBBLK,1 Count,Backpack,"Vault backpack is the only true ant theft backpack in the market. With an anti theft construction which keeps your laptop close to you, It also has an actual fixed lock so your belongings are always Completely secure. To protect your credit and debit cards, there is a dedicated rid pocket for your wallet. It also comes with a USB port to charge your devices on the go. The main compartment has been thoughtfully designed with tiny pockets so you can keep all your stuff organized."
Tommy Hilfiger Zander Unisex Polyester 15 Inch Laptop Backpack Red + Black,"2,589",https://amazon.in/Tommy-Hilfiger-Zander-Polyester-Backpack/dp/B0BBQGW74Q,3.5 out of 5 stars,2,B0BBQGW74Q,625 g,"Ajnara, F-446, 3Rd Floor, Sector-63, Noida, Gautam Buddha Nagar, Uttar Pradesh-201301",TH/ZANDERLB401,1 Count,Laptop Backpack,"One of the leading lifestyle brands, TOMMY HILFIGER delivers superior styling, quality and value to consumers worldwide. The brand celebrates the essence of classic American cool and provides a refreshing twist to classic, American fashion. The brand is inspired by an iconic American style that is colorful while being classic yet modern."
Skybags polyester 28 Cms Duffle Bag(SKYBAGS_DFHUS55ONG_Orange),"1,530",https://amazon.in/SKYBAGS-Unisex-Luggage-Duffel-Bag-DFHUS55ONG/dp/B07F342RQD,4.3 out of 5 stars,280,B07F342RQD,800 g,N/A,SKYBAGS_DFHUS55ONG,N/A,N/A,This Soft Travel Duffle From Skybags Is made of strong & lightweight Polyester Shells. Re-engineered lightweight spinner wheels For effortless mobility.
HAMMONDS FLYCATCHER Genuine Leather Rich Brown Laptop Backpack Bag for Men and Women- Padded and Adjustable Shoulder Straps with Multiple Compartments and Pockets - Fits upto 16 Inch Laptop/MacBook,"4,818",https://amazon.in/Hammonds-Flycatcher-Leather-20Liters-Backpack/dp/B01N21C8H6,4.2 out of 5 stars,126,B01N21C8H6,980 g,Hammonds Flycatcher,BCK120BR,N/A,N/A,N/A
"NISUN Stylish Nylon 7 Zipper Multi Pocket Small Sling Cross Body Travel Messenger One Side Shoulder Bag For Men Women (Black & Grey,21x27x10.5 cm)",598,https://amazon.in/NISUN-Zipper-Sling-Black-Grey/dp/B09BZNTFLX,4.0 out of 5 stars,341,B09BZNTFLX,290 g,NISUN INC,Sling Bag 7 Zipper - Black & Grey,1.00 count,N/A,N/A
American Tourister Harp Wheel Duffle Trolley 62 CM Grey,"1,799",https://amazon.in/American-Tourister-Wheel-Duffle-Trolley/dp/B0BTHMMM38,4.4 out of 5 stars,5,B0BTHMMM38,1 kg 500 g,Lanway,LL9 (0) 08 102,N/A,Luggage- Rolling Garment Bag,Transport your travel essentials effortlessly and stylishly. This extremely lightweight and durable wheels features 100 percentage polyester construction with sharp molded details.
F Gear Bluechip Black 30 Ltrs Laptop Backpack (3749),899,https://amazon.in/F-Gear-Bluechip%C2%A0Black-38-Ltrs-Laptop-Backpack/dp/B08Z83XFWB,3.4 out of 5 stars,34,B08Z83XFWB,510 g,Uber Fashion Merchandise Pvt Ltd,3749,N/A,Backpack,"F Gear presents blue chip laptop backpack combining style and functionality. It has ample space for all your essentials. To describe it briefly here are the following points: 1. This backpack is made of polyester and is treated to make it water-resistant. 2. The capacity of the bag is 38L. 3.This backpack comes with 2-main zippered compartment with an inside sleeve suitable for 18” laptop. 4.In the front compartment has an organizer. This organizer has separate small zippered pocket to hold your valuables, penholder and small sleeve suitable for tabs/books etc. A separate place for mobiles. The compartment is big enough to keep long note books. 5. In the front is a zippered pocket for easy accessibility. 6. An easy access mesh pocket to keep your valuables or water bottle. 7. This backpack is equipped with thick padding anti sweat breathable air mesh & adjustable padded shoulder straps for extra comfort. 8. It comes with a rain cover at the bottom of the bag. 9. Apart from this it has world’s best YKK zippers and sliders. 10. Comes with the F Gear promise of quality and durability"
Lavie Women's Pamukkale Satchel Bag | Ladies Purse Handbag,"1,199",https://amazon.in/Lavie-Pamukkale-Womens-Satchel-Piece/dp/B08NQRPQHJ,4.0 out of 5 stars,"1,687",B08NQRPQHJ,800 g,Lavie,HDFD753100N3,1.00 count,Satchel,N/A
Gison 20L Outdoor Ocean Pack Waterproof Dry Bag Sack Storage Bag Organizer for Traveling-Multi Color,599,https://amazon.in/Gison-Outdoor-Waterproof-Organizer-Traveling-Multi/dp/B07GFKMRBJ,5.0 out of 5 stars,3,B07GFKMRBJ,N/A,N/A,N/A,N/A,N/A,"Dry Bag is great for outdoor activities where sensitive items would otherwise get wet as well as extreme sport. They are often a construction of plastic film, plastic-coated fabric or waterproofed fabric which is formed to create an impermeable, water-ingress protected bag. for 1-2 persons to storage some small items ,digital products and clothes. Feature Made of water resistant PVC Floats in water if dropped Spacious compartment Easy to clean and store Ideal for super lightweight hikes, climbing, adventure travels, cycling."
Birthday Popper Drawstring Sack Bag (Set of 15) Birthday Return Gifts for All Age Group,599,https://amazon.in/Birthday-Popper-Unicorn-Drawstring-Return/dp/B097FSPNCS,4.0 out of 5 stars,795,B097FSPNCS,360 g,Birthday Popper,DS,15.00 count,N/A,N/A
Wildcraft Nylon 18 Inch Black Travel Duffle (Frisbee 2_Black),990,https://amazon.in/Wildcraft-Travel-Duffle-Frisbee-2_Black/dp/B019DWDO9Y,4.1 out of 5 stars,156,B019DWDO9Y,340 g,Wildcraft,Frisbee 2_Black,N/A,N/A,N/A
Skybags Sonic 49 Ltrs Green Rucksack,"1,979",https://amazon.in/Skybags-Sonic-Ltrs-Green-Rucksack/dp/B07T8C3NG8,4.2 out of 5 stars,704,B07T8C3NG8,960 g,Skybags,Sonic,1 count,Backpacks,N/A
SBCOLLECTION Premium School College Office Laptop Daily Use Backpack for All Day Traveler,229,https://amazon.in/SBCOLLECTION-Premium-Backpack-Water-Resistance-Business/dp/B0BXL5B1J4,3.3 out of 5 stars,13,B0BXL5B1J4,200 g,N/A,SBBS-ALL,1.00 count,N/A,"SBCollection Premium backpack Suitable for: School bags, casual backpacks, laptop backpacks, daypacks, travel backpack, casual bags, backpacks, college bag Pocket Description: Utility Pocket; Pattern Name: Solid; Water Resistance Level: Water Resistant; Closure Type: Zipper; Compartment Description: Not Laptop Compatible; Special Features: Back Padding Compartments:. 3 spacious compartments for books / clothes, internal mesh pocket organizer, 2 bottle pocket; Comfort padded shoulder straps & specially designed for less load on human body Outer & inner material: polyester, color: black, product color may slightly vary due to photographic lighting sources or your monitor settings"
"Wearslim Gym Bag, Sports Edition PU Leather Gym Duffel Bag, Crossbody Bag, Gym Yoga Bag, Travel Shoulder Bag for Men and Women - Black",299,https://amazon.in/Wearslim-Sports-Leather-Crossbody-Shoulder/dp/B096B9SZWN,5.0 out of 5 stars,1,B096B9SZWN,350 g,Wearslim,N/A,1.00 count,Gym Bag,N/A
Lavie Sport Atlantis Backpack with Laptop Sleeve | Men | Women | 15 inch Laptop Compatible | 3 compartments | Office Business Casual Bagpack,969,https://amazon.in/Lavie-Sport-Laptop-Backpack-BDEI323043M3/dp/B07VCKRMJ5,4.4 out of 5 stars,330,B07VCKRMJ5,600 g,Bagzone Lifestyle Pvt Ltd,BDEI323019M3,1 Count,Laptop Backpack,N/A
